site,x,y,z
V0059,649029.9091909033,3345520.371034871,526.9380493164062
V0060,553389.9091909033,3345490.371034871,316.4523010253906
V0061,628419.9091909033,3345490.371034871,414.66290283203125
V0062,660849.9091909033,3345460.371034871,719.472412109375
V0063,641319.9091909033,3345430.371034871,732.8515014648438
V0064,659109.9091909033,3345430.371034871,973.9734497070312
V0065,643539.9091909033,3345370.371034871,448.6154479980469
V0066,546039.9091909033,3345340.371034871,316.13623046875
V0067,621729.9091909033,3345340.371034871,457.6400146484375
V0068,669219.9091909033,3345220.371034871,726.2318115234375
V0069,604299.9091909033,3345190.371034871,373.9880065917969
V0070,616809.9091909033,3345190.371034871,469.7855529785156
V0071,551139.9091909033,3345160.371034871,285.67333984375
V0072,591819.9091909033,3345160.371034871,517.857177734375
V0073,588369.9091909033,3345130.371034871,764.690673828125
V0074,623979.9091909033,3345130.371034871,600.0621337890625
V0075,665679.9091909033,3345040.371034871,767.7564697265625
V0076,618129.9091909033,3345010.371034871,450.6905517578125
V0077,653439.9091909033,3344980.371034871,627.8092651367188
V0078,573159.9091909033,3344950.371034871,411.62640380859375
V0079,583929.9091909033,3344920.371034871,636.8563232421875
V0080,656709.9091909033,3344920.371034871,784.1888427734375
V0081,561819.9091909033,3344860.371034871,758.4540405273438
V0082,581799.9091909033,3344830.371034871,433.7027587890625
V0083,630669.9091909033,3344830.371034871,293.6490173339844
V0084,664299.9091909033,3344830.371034871,382.7628479003906
V0085,676119.9091909033,3344830.371034871,1041.3043212890625
V0086,605739.9091909033,3344800.371034871,756.1195068359375
V0087,598269.9091909033,3344770.371034871,470.54193115234375
V0088,593679.9091909033,3344740.371034871,713.6409301757812
V0089,586089.9091909033,3344710.371034871,552.4611206054688
V0090,610719.9091909033,3344710.371034871,308.03424072265625
V0091,636249.9091909033,3344710.371034871,994.59521484375
V0092,673269.9091909033,3344680.371034871,492.7011413574219
V0093,579009.9091909033,3344650.371034871,420.57373046875
V0094,566469.9091909033,3344620.371034871,948.30126953125
V0095,596649.9091909033,3344620.371034871,621.168701171875
V0096,633999.9091909033,3344620.371034871,351.2584228515625
V0097,651039.9091909033,3344620.371034871,475.40081787109375
V0098,576129.9091909033,3344590.371034871,316.1336669921875
V0099,548409.9091909033,3344530.371034871,298.63287353515625
V0100,556599.9091909033,3344530.371034871,447.420166015625
V0101,626589.9091909033,3344530.371034871,465.53509521484375
V0102,558609.9091909033,3344470.371034871,599.6559448242188
V0103,563559.9091909033,3344440.371034871,865.3505249023438
V0104,608919.9091909033,3344440.371034871,365.6685791015625
V0105,613569.9091909033,3344440.371034871,440.0120849609375
V0106,638559.9091909033,3344440.371034871,986.9569702148438
V0107,671139.9091909033,3344440.371034871,468.95556640625
V0108,646239.9091909033,3344410.371034871,365.58203125
V0109,653739.9091909033,3343120.371034871,660.630615234375
