site,x,y,z
V0064,612939.9091909033,3345400.371034871,370.2901306152344
V0065,622029.9091909033,3345400.371034871,450.249755859375
V0066,567009.9091909033,3345370.371034871,742.9588012695312
V0067,662019.9091909033,3345370.371034871,544.5283203125
V0068,669459.9091909033,3345250.371034871,628.4896240234375
V0069,571929.9091909033,3345190.371034871,688.9605712890625
V0070,616929.9091909033,3345190.371034871,524.1090698242188
V0071,549849.9091909033,3345160.371034871,378.8921203613281
V0072,606909.9091909033,3345160.371034871,445.2974853515625
V0073,632919.9091909033,3345160.371034871,297.7017517089844
V0074,642399.9091909033,3345160.371034871,716.8041381835938
V0075,645459.9091909033,3345160.371034871,373.70269775390625
V0076,579429.9091909033,3345130.371034871,313.7862548828125
V0077,588009.9091909033,3345130.371034871,736.5144653320312
V0078,619419.9091909033,3345130.371034871,302.86834716796875
V0079,624429.9091909033,3345070.371034871,449.4226989746094
V0080,629829.9091909033,3345070.371034871,290.5887451171875
V0081,665559.9091909033,3345070.371034871,733.2308349609375
V0082,560139.9091909033,3345040.371034871,784.9478149414062
V0083,584379.9091909033,3345010.371034871,616.1744384765625
V0084,605589.9091909033,3345010.371034871,753.7343139648438
V0085,656889.9091909033,3345010.371034871,740.3125610351562
V0086,593049.9091909033,3344950.371034871,611.77685546875
V0087,594819.9091909033,3344920.371034871,670.0551147460938
V0088,653049.9091909033,3344920.371034871,607.716796875
V0089,589599.9091909033,3344890.371034871,485.1196594238281
V0090,654429.9091909033,3344890.371034871,559.86865234375
V0091,668049.9091909033,3344860.371034871,647.6678466796875
V0092,596919.9091909033,3344830.371034871,539.7847900390625
V0093,564969.9091909033,3344800.371034871,859.1820678710938
V0094,635529.9091909033,3344770.371034871,630.1024780273438
V0095,636939.9091909033,3344770.371034871,772.1708984375
V0096,639459.9091909033,3344770.371034871,618.5588989257812
V0097,675519.9091909033,3344770.371034871,710.4356689453125
V0098,547929.9091909033,3344740.371034871,402.5235595703125
V0099,614469.9091909033,3344740.371034871,299.9505615234375
V0100,672789.9091909033,3344740.371034871,461.4019775390625
V0101,561969.9091909033,3344710.371034871,799.7381591796875
V0102,610449.9091909033,3344680.371034871,313.96661376953125
V0103,557049.9091909033,3344620.371034871,472.0366516113281
V0104,582279.9091909033,3344620.371034871,522.1312866210938
V0105,647289.9091909033,3344470.371034871,421.77294921875
V0106,574989.9091909033,3344440.371034871,261.3533935546875
V0107,554979.9091909033,3344410.371034871,309.9305114746094
V0108,599979.9091909033,3344410.371034871,687.2781982421875
V0109,554829.9091909033,3343090.371034871,676.1964111328125
V0110,567549.9091909033,3343090.371034871,746.5231323242188
V0111,660099.9091909033,3343090.371034871,661.4823608398438
V0112,582399.9091909033,3343030.371034871,507.3308410644531
V0113,562149.9091909033,3343000.371034871,862.3841552734375
V0114,647709.9091909033,3342910.371034871,732.35107421875
V0115,595479.9091909033,3342880.371034871,532.2249145507812
V0116,617289.9091909033,3342850.371034871,494.3211975097656
V0117,597609.9091909033,3342820.371034871,749.429931640625
V0118,645069.9091909033,3342820.371034871,323.19854736328125
V0119,548019.9091909033,3342730.371034871,247.61190795898438
V0120,585549.9091909033,3342700.371034871,506.5703430175781
V0121,632949.9091909033,3342700.371034871,295.6132507324219
V0122,675549.9091909033,3342700.371034871,1075.9986572265625
V0123,544419.9091909033,3342670.371034871,275.1992492675781
V0124,550149.9091909033,3342670.371034871,230.03758239746094
V0125,629439.9091909033,3342640.371034871,521.9962158203125
V0126,650499.9091909033,3342640.371034871,589.58251953125
V0127,565599.9091909033,3342520.371034871,727.773193359375
V0128,626889.9091909033,3342520.371034871,676.9037475585938
V0129,635589.9091909033,3342520.371034871,451.04620361328125
V0130,664869.9091909033,3342520.371034871,760.2910766601562
V0131,593049.9091909033,3342460.371034871,436.7737121582031
V0132,607569.9091909033,3342460.371034871,914.9226684570312
V0133,569649.9091909033,3342430.371034871,422.7786865234375
V0134,580179.9091909033,3342430.371034871,534.8734130859375
V0135,557289.9091909033,3342400.371034871,458.7752990722656
V0136,560559.9091909033,3342340.371034871,638.8743896484375
V0137,620139.9091909033,3342340.371034871,430.8144836425781
V0138,623019.9091909033,3342280.371034871,450.4378967285156
V0139,658029.9091909033,3342280.371034871,962.8668823242188
