site,x,y,z
V0464,576789.9091909033,3328540.371034871,302.9037170410156
V0465,566769.9091909033,3328510.371034871,391.802001953125
V0466,570909.9091909033,3328510.371034871,532.1434326171875
V0467,604179.9091909033,3328480.371034871,1271.0638427734375
V0468,553479.9091909033,3328450.371034871,649.3465576171875
V0469,555729.9091909033,3328450.371034871,345.0838928222656
V0470,589239.9091909033,3328450.371034871,821.72802734375
V0471,619239.9091909033,3328450.371034871,1046.3809814453125
V0472,669249.9091909033,3328450.371034871,915.437255859375
V0473,548319.9091909033,3328420.371034871,675.3623657226562
V0474,661479.9091909033,3328420.371034871,320.07366943359375
V0475,596679.9091909033,3328360.371034871,1199.3594970703125
V0476,663369.9091909033,3328300.371034871,747.0408325195312
V0477,545889.9091909033,3328270.371034871,409.7017822265625
V0478,568689.9091909033,3328270.371034871,612.4306640625
V0479,628389.9091909033,3328270.371034871,1034.88330078125
V0480,561519.9091909033,3328240.371034871,514.49609375
V0481,551019.9091909033,3328210.371034871,694.8148803710938
V0482,586449.9091909033,3328210.371034871,512.3370971679688
V0483,608979.9091909033,3328210.371034871,1271.39697265625
V0484,543609.9091909033,3328180.371034871,727.13623046875
V0485,623829.9091909033,3328180.371034871,1269.138916015625
V0486,598749.9091909033,3328150.371034871,929.1854248046875
V0487,663729.9091909033,3326860.371034871,977.7129516601562
V0488,618549.9091909033,3326830.371034871,1003.682861328125
V0489,631419.9091909033,3326830.371034871,735.6283569335938
V0490,563679.9091909033,3326800.371034871,405.1261291503906
V0491,598989.9091909033,3326800.371034871,1036.472900390625
V0492,634029.9091909033,3326770.371034871,730.5775756835938
V0493,636219.9091909033,3326770.371034871,550.5606079101562
V0494,651429.9091909033,3326770.371034871,197.45945739746094
V0495,558369.9091909033,3326740.371034871,273.9161682128906
V0496,624099.9091909033,3326740.371034871,1218.2186279296875
V0497,561699.9091909033,3326650.371034871,271.2846374511719
V0498,593289.9091909033,3326650.371034871,868.4691772460938
V0499,621669.9091909033,3326650.371034871,735.7894897460938
