metric,target,rho,p,p_ess,p_perm,n,n_eff,ci_lo,ci_hi,p_boot,q,q_perm,q_ess,survive,survive_perm,survive_ess,survive_dual
forest_ring_pct,lst_abs,-0.676,5.631383693034133e-05,0.0007149268391039176,0.0001,29,21.2,-0.89,-0.271,0.0087,0.0005148693662202636,0.0009142857142857144,0.005083924189183414,True,True,True,True
forest_ring_pct,dlst_v3m,-0.358,0.05641507081348372,0.07180675020048699,0.0569,29,26.1,-0.665,0.08,0.0927,0.1272225706345882,0.12557241379310344,0.16113867122137882,False,False,False,False
forest_ring_pct,cov85_4p,-0.739,4.769939688297672e-06,9.145923359218832e-05,0.0001,29,21.9,-0.9,-0.5,0.0,7.631903501276275e-05,0.0009142857142857144,0.0014633477374750132,True,True,True,True
forest_ring_pct,rsrp_p10_4p,-0.65,0.0001340226195558026,0.001024976465792396,0.0004,29,22.1,-0.842,-0.361,0.0,0.0009530497390634852,0.00256,0.006559849381071334,True,True,True,True
water_mean_m,lst_abs,-0.437,0.017785618725815026,0.02965627728664501,0.0177,29,24.8,-0.679,-0.103,0.024,0.0474283166021734,0.04925217391304348,0.07592006985381122,True,True,False,True
water_mean_m,dlst_v3m,-0.286,0.13188484139634618,0.13188484139634618,0.1285,29,29.0,-0.63,0.114,0.1427,0.23446194026017098,0.22844444444444445,0.24116085283903302,False,False,False,False
water_mean_m,cov85_4p,-0.151,0.43447724775941265,0.4655737491427785,0.4214,29,25.6,-0.463,0.29,0.4842,0.5916285926936683,0.5738212765957447,0.6339727647901665,False,False,False,False
water_mean_m,rsrp_p10_4p,-0.179,0.3532872909992294,0.3835843501731106,0.3531,29,25.8,-0.484,0.257,0.4041,0.49153014399892786,0.49126956521739135,0.533682574153893,False,False,False,False
water_min_m,lst_abs,-0.466,0.010901279353462499,0.018361771728166443,0.0112,29,25.2,-0.694,-0.115,0.0173,0.03171281266461818,0.03287272727272727,0.05341606320921147,True,True,False,True
water_min_m,dlst_v3m,-0.324,0.08641889406772754,0.08641889406772754,0.0912,29,29.0,-0.631,0.054,0.0834,0.17283778813545508,0.18016969696969695,0.17283778813545508,False,False,False,False
water_min_m,cov85_4p,-0.244,0.20243289970597783,0.22959556581148627,0.2044,29,26.0,-0.55,0.219,0.2941,0.3159928190532337,0.31906341463414634,0.358393078339881,False,False,False,False
water_min_m,rsrp_p10_4p,-0.25,0.19060422471549235,0.21489850419990134,0.1922,29,26.3,-0.537,0.132,0.1781,0.31278642004593615,0.3154051282051282,0.3526539556100945,False,False,False,False
